rank,title,release,summary,metascore,userscore,link,img_url
2358,Tyrant: Season 1,"June 24, 2014","Dr. Barry Al-Fayeed (Adam Rayner) and his family travel from California to his homeland in the Middle East for his nephew's wedding, where he must confront his dictator father and the issues he left behind 20 years ago.",54,7.6,https://www.metacritic.com/tv/tyrant/season-1,https://static.metacritic.com/images/products/tv/9/6a397c4e869076450b8b29b7a407a920-98.jpg
2359,White Famous: Season 1,"October 15, 2017",Up and coming comedian Floyd Mooney (Jay Pharoah) tries to keep his integrity as he gains mainstream success in this comedy from Jamie Foxx and Tom Kapinos.,54,3.5,https://www.metacritic.com/tv/white-famous/season-1,https://static.metacritic.com/images/products/tv/4/77854a17d31bd0058e9691c78953b2a3-98.jpg
2360,Eleventh Hour: Season 1,"October 9, 2008",A scientist (Rufus Sewell) consults for the FBI about unusual crimes in this American remake of a British series.,54,7.0,https://www.metacritic.com/tv/eleventh-hour/season-1,https://static.metacritic.com/images/products/tv/1/bc5fd861f21e72233f2e1c625031cb4b-98.jpg
2361,Interrogation: Season 1,"February 6, 2020","Detective David Russell (Peter Sarsgaard) arrests Eric Fisher (Kyle Gallner) is charged and convicted with brutally murdering his mother, but fights to prove he is innocent for the next 20 years in this based on a true story drama co-created by Anders Weidemann and John Mankiewicz.",54,4.6,https://www.metacritic.com/tv/interrogation/season-1,https://static.metacritic.com/images/products/tv/9/9d50091105d26e679adbc95f99825e85-98.jpg
2362,Pearson: Season 1,"July 17, 2019",Jessica Pearson (Gina Torres) moves to Chicago and begins working as Chicago Mayor Bobby Novak's (Morgan Spector) fixer in this spin-off of Suits.,54,4.0,https://www.metacritic.com/tv/pearson/season-1,https://static.metacritic.com/images/products/tv/1/95ba43621730be6b65f16f0f7acd915b-98.jpg
2363,Splitting Up Together: Season 1,"March 27, 2018","Based on a Danish comedy of the same name, after 12 years of marriage Lena (Jenna Fischer) and Martin (Oliver Hudson) divorce but live in the same house with their three kids.",54,6.8,https://www.metacritic.com/tv/splitting-up-together/season-1,https://static.metacritic.com/images/products/tv/2/b9bed2cfff1e6e3f1da33aeb3c8c9707-98.jpg
2364,Whitney (2015),"January 17, 2015",The Lifetime movie about Whitney Houston's (Yaya DaCosta) rise to the top of the charts as well as her relationship with Bobby Brown (Arlen Escarpeta) was directed by Angela Bassett.,54,2.7,https://www.metacritic.com/tv/whitney-2015/season-1,https://static.metacritic.com/images/products/tv/0/1acfb36f0a2083436e536c76de521027-98.jpg
2365,Those Who Kill: Season 1,"March 3, 2014",Pittsburgh homicide detective Catherine Jensen (Chloë Sevigny) seeks help from forensic psychologist Thomas Schaeffer (James D'Arcy) to  track a serial killer and solve a case from her past in this adaption of a Danish series. [Began airing on Lifetime Movie Network TV 30 Mar 2014],54,7.2,https://www.metacritic.com/tv/those-who-kill/season-1,https://static.metacritic.com/images/products/tv/5/514dc29c7dd426805f9212bf39062aed-98.jpg
2366,Jane by Design: Season 1,"January 3, 2012",High schooler Jane Quimby juggles school and a job as an assistant to a fashion executive.,54,6.2,https://www.metacritic.com/tv/jane-by-design/season-1,https://static.metacritic.com/images/products/tv/2/17d9671e0b1a16513543df062cdabd59-98.jpg
2367,Animals: Season 1,"February 5, 2016",The animated comedy about creatures such as pigeons and rats living in New York City was created by Phil Matarese and Mike Luciano.,54,6.8,https://www.metacritic.com/tv/animals/season-1,https://static.metacritic.com/images/products/tv/9/cff0c5c8f782901774649fe3e122914c-98.jpg
2368,Common Law: Season 1,"May 11, 2012",LAPD detectives Wes Mitchell (Warren Cole) and Travis Marks (Michael Ealy) are sent to couple therapy by their captain to end their constant bickering.,54,8.3,https://www.metacritic.com/tv/common-law/season-1,https://static.metacritic.com/images/products/tv/1/cb1c67a8b1467e723a963b9737a632b9-98.jpg
2369,SEAL Team Six: The Raid on Osama bin Laden,"November 4, 2012",The TV movie is based on the U.S. Navy SEAL team's mission to locate and capture Osama bin Laden.,54,4.7,https://www.metacritic.com/tv/seal-team-six-the-raid-on-osama-bin-laden/season-1,https://static.metacritic.com/images/products/tv/3/f5b76e45464936d20c1568fa8aa4c28b-98.jpg
2370,Haters Back Off: Season 1,"October 14, 2016","Untalented Miranda Sings (Colleen Ballinger-Evans) seeks to convince the world she is a great singer with the help of her Uncle Jim (Steve Little), her mother, Bethany (Angela Kinsey), and her best friend/neighbor, Patrick (Erik Stocklin), in this comedy based on the YouTube character created by Ballinger-Evans.",54,6.3,https://www.metacritic.com/tv/haters-back-off/season-1,https://static.metacritic.com/images/products/tv/9/5d96d559323274f278cf812825cbd8d5-98.jpg
2371,Nine Perfect Strangers: Season 1,"August 18, 2021",Nine people attend a 10-day retreat at a health and wellness resort run by its director (Nicole Kidman) in this series based on Liane Moriarty's novel of the same name.,54,5.3,https://www.metacritic.com/tv/nine-perfect-strangers/season-1,https://static.metacritic.com/images/products/tv/8/59c18adea999a6b94fc00ddeabab0a38-98.jpg
2372,Bob's Burgers: Season 1,"January 9, 2011",The Belcher family runs a hamburger restaurant in this animated comedy created by Loren Bouchard.,54,6.6,https://www.metacritic.com/tv/bobs-burgers/season-1,https://static.metacritic.com/images/products/tv/2/580db3e05e527fae43ed72eb930a8473-98.jpg
2373,Labor Pains,"July 19, 2009","Thea (Lindsay Lohan) fakes a pregnancy to avoid being fired, but soon finds keeping the ruse up harder to do when she gets a promotion because of her pregnancy.",54,5.6,https://www.metacritic.com/tv/labor-pains/season-1,https://static.metacritic.com/images/products/tv/1/ca24934e158fad1dae5ebc580ec00731-98.jpg
2374,The Witcher: Season 1,"December 20, 2019","Monster hunter Geralt of Rivia (Henry Cavill), sorceress Yennefer (Anya Cholatra), and Princess Ciri (Freya Allan) must learn to work together to survive as they journey through the Continent in the fantasy series based on the Polish book series by Andrzej Sapkowski.",54,7.5,https://www.metacritic.com/tv/the-witcher/season-1,https://static.metacritic.com/images/products/tv/8/35db7ef5d8e2973911575fae10123dc0-98.jpg
2375,Combat Hospital: Season 1,"June 21, 2011",This new medical drama is about a military hospital in Afghanistan and the doctors who work there.,54,7.0,https://www.metacritic.com/tv/combat-hospital/season-1,https://static.metacritic.com/images/products/tv/9/b6002158a8a60aa0dce1145217e1f8d0-98.jpg
2376,The Pee-wee Herman Show on Broadway,"March 19, 2011",Pee-Wee is back on TV appearing on a special HBO broadcast of the Broadway show The Pee-Wee Herman Show filmed at the Stephen Sondheim Theatre.,54,7.4,https://www.metacritic.com/tv/the-pee-wee-herman-show-on-broadway/season-1,https://static.metacritic.com/images/products/tv/9/dc1804cca2a446c104249af5fceaaee7-98.jpg
2377,Popular: Season 1,"September 29, 1999","Who’s hot? Who’s not? The popular ones, the unpopular ones, the jocks, the geeks. Kennedy High is the set for a big war: the popular against the unpopular. This is the concept behind the 99-01 teen television series Popular.

On the popular side: Brooke McQueen, a gorgeous blonde, and  the head cheerleader; backed up by her best friend Nicole, the Devil in person; as well as her boyfriend, Josh Ford, star of the football team; Mary Cherry, the psychotic multi-millionaire Texan girl; and Sugar Daddy, the heavy-set wannbe gangsta and football player.

On the unpopular side: Sam McPherson, the smart girl who is always looking to expose injustice; Harrison, the geek with a crush on the head cheerleader; Carmen Ferrara, the heavy girl with the warm heart; and Lily, the confused activist girl with the boyish look.

Brooke and Sam, enemies by nature, must deal with their parents’ marriage to each other and their high school rivalry.

Opening Theme Song:
""Supermodels"" performed by Kendall Payne
Closing Theme Song:
""High School Highway"" performed by Sydney Forest
(opening song for 1st episode)

Awards and Nominations:
2000 - Teen Choice Awards - Won! Breakout Show
2000 - TV Guide Awards - Nominated Favorite Teen Show
2000 - Genesis Awards - Won! New Series (For episode ""Under Siege"").
2000 - GLAAD Media Award - Won! Outstanding TV Individual Episode (For ep. ""Wild Wild Mess"").
2000 - Casting Society of America - Nominated Best Casting for TV, Comedy Pilot
2001 - GLAAD Media Award - Nominated Outstanding TV Comedy Series
2001 - Genesis Awards - Won! Comedy Series (For episode ""Joe Loves Mary Cherry"").",54,tbd,https://www.metacritic.com/tv/popular/season-1,https://static.metacritic.com/images/products/tv/4/48d527bc1c44d9147066bcb9bce14d44-98.jpg
2378,Defying Gravity: Season 1,"August 2, 2009",A group of astronauts headed up by Maddux Donner (Ron Livingston) explore planets during their six-year mission.,54,7.3,https://www.metacritic.com/tv/defying-gravity/season-1,https://static.metacritic.com/images/products/tv/2/daa6d9246211193495be2788aa4b7ffc-98.jpg
2379,Behind Her Eyes: Season 1,"February 17, 2021","Louise (Simona Brown) is having an affair with her psychiatrist boss David (Tom Bateman) and becomes friends with his wife, Adele (Eve Hewson) in this thriller based on Sarah Pinborough's novel of the same name.",54,7.0,https://www.metacritic.com/tv/behind-her-eyes/season-1,https://static.metacritic.com/images/products/tv/3/72c6050b17e6bd62b2fcb9420c322a7e-98.jpg
2380,Six: Season 1,"January 18, 2017","Navy SEAL Team Six (Edwin Hodge, Juan Pablo Raba, Kyle Schmid, and Barry Sloane) reunite to bring back one of their own in this military drama from William Broyles Jr. and David Broyles.",54,6.2,https://www.metacritic.com/tv/six/season-1,https://static.metacritic.com/images/products/tv/6/f9bef1f69e4209d9b3ff318cbc0fdaa2-98.jpg
2381,Bonnie & Clyde: Season 1,"December 8, 2013","The two-part miniseries about the infamous 1930s outlaws Bonnie (Holliday Grainger) and Clyde (Emile Hirsch) airs simultaneously on A&E, History and Lifetime.",54,5.3,https://www.metacritic.com/tv/bonnie-clyde/season-1,https://static.metacritic.com/images/products/tv/4/4b60ec2c9894887614e1af846964d997-98.jpg
2382,Fashion Star: Season 1,"March 13, 2012","Jessica Simpson, Nicole Richie, and John Varvatos mentor 14 fashion designers who try to sell their designs to buyers for H&M, Macy's, and Saks Fifth Avenue on the reality show hosted by Elle Macpherson.",54,tbd,https://www.metacritic.com/tv/fashion-star/season-1,https://static.metacritic.com/images/products/tv/5/5390641672a869e200eca5f810e89caf-98.jpg
2383,Daybreak (2019): Season 1,"October 24, 2019",17-year-old Josh (Colin Ford) searches for his girlfriend Sam (Sophie Simnett) in post-zombie apocalyptic Glendale in this dark comedy based on the graphic novel by Brian Ralph.,54,5.4,https://www.metacritic.com/tv/daybreak-2019/season-1,https://static.metacritic.com/images/products/tv/8/c62b5d1d350fe2b8a74d7797d82d50b1-98.jpg
2384,Castle: Season 1,"March 9, 2009",A mystery novelist (Nathan Fillion) seeks inspiration for his next book by shadowing NYPD detective Kate Beckett (Stana Katic).,54,8.4,https://www.metacritic.com/tv/castle/season-1,https://static.metacritic.com/images/products/tv/0/12936ca26e2403c015207ce0ca62ddec-98.jpg
2385,The Mist (2017): Season 1,"June 22, 2017","Many people in the small town of Bridgeville, Maine are at odds with one another when a strange mist comes and forces them to work together to find their love ones and survive in this series based on Stephen King's novella.",54,3.5,https://www.metacritic.com/tv/the-mist-2017/season-1,https://static.metacritic.com/images/products/tv/9/33ab12e81d2ff7063059895ed9a7c3c7-98.jpg
2386,The Resident: Season 1,"January 21, 2018","Senior resident Dr. Conrad Hawkins (Matt Czuchry) mentors first year resident Dr. Devon Pravesh (Manish Dayal) while juggling his on-and-off-again relationship with nurse Nicolette Nevin (Emily VanCamp) and dealing with the Chief of Surgery Dr. Randolph Bell (Bruce Greenwood) in this medical drama from Amy Holden Jones, Hayley Schore and Roshan Sethi.",54,6.9,https://www.metacritic.com/tv/the-resident/season-1,https://static.metacritic.com/images/products/tv/5/fee5d166e06a38017fdd6e9426fce916-98.jpg
2387,Growing Up Fisher: Season 1,"February 23, 2014","Loosely based on creator D.J. Nash's life, adult Henry Fisher (voiceover by Jason Bateman) looks back on his life as a 11-year-old (Eli Baker) with his older sister Katie (Ava Deluca-Verley) after the divorce between his father Mel (J.K. Simmons), a blind lawyer and his mother Joyce (Jenna Elfman).",54,8.1,https://www.metacritic.com/tv/growing-up-fisher/season-1,https://static.metacritic.com/images/products/tv/7/536cf957695dda1a294efab9f02f8d88-98.jpg
